osmid,x,y,1,2,3,4,5,6,7,8,9,10
408799982,695586.4069103843,-9885.315663461231,247.89999389648438,303.1000061035156,621.7000122070312,659.7000122070312,663.4000244140625,832.2999877929688,832.2999877929688,900.0,900.0,900.0
394072574,699705.8226155208,-14358.752278031074,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
11346003470,699709.5289987109,-14371.337074141848,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6321162810,699683.4842398653,-14281.319331483506,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
11046032784,699781.6386757238,-14350.861915120417,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
10927908072,699740.1928830614,-14475.565300089174,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
11346003822,699617.9852367615,-14491.215333329823,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6321226891,699649.2147474934,-14154.708586210978,837.7999877929688,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6321162787,699317.0745543899,-14308.707365302404,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6320925778,699885.0519527203,-14363.420626338037,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6321062502,699847.061559292,-13953.62411713314,862.2000122070312,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
394075517,699519.6457480123,-13722.391365260355,474.8999938964844,740.7000122070312,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
9926798791,699505.7763593724,-13688.794842989548,445.70001220703125,711.5,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
11027436765,699548.6188844796,-13809.887833104725,549.0,814.7999877929688,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
9926798776,699564.8469499747,-13865.280750839538,595.4000244140625,861.2000122070312,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6315720337,699500.9787118095,-13679.085196534572,437.0,702.7999877929688,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
9926798793,699497.6115553998,-13752.94437784405,504.5,770.2999877929688,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
11027436763,699527.4879940719,-13817.771069709132,561.9000244140625,827.7000122070312,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
394099171,700152.4008585315,-15688.965441629656,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6318532457,700223.4680663745,-15762.97440363525,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6318533189,700116.4117327554,-15639.929311527076,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6318533194,700102.5416850627,-15618.662767330396,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6318782921,700367.9440694422,-15864.33685920735,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6318532455,700189.8655011536,-15804.054073010186,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
11342987823,700261.6941682595,-15678.8885937328,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6318532469,700071.0646381004,-15671.729999963109,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
6318782970,700095.7515052534,-15606.531082695537,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
408799961,694911.9732758907,-11222.80654684683,125.5999984741211,125.5999984741211,131.6999969482422,134.5,134.5,134.5,134.5,134.5,142.89999389648438,142.89999389648438
6877963879,694896.1425889368,-11222.20854643674,132.5,132.5,144.39999389648438,147.1999969482422,147.1999969482422,147.1999969482422,147.1999969482422,147.1999969482422,155.60000610351562,155.60000610351562
10926385405,694921.2690620885,-11223.371018824682,118.19999694824219,118.19999694824219,124.30000305175781,127.0999984741211,127.0999984741211,127.0999984741211,127.0999984741211,127.0999984741211,135.5,135.5
408800013,694939.0447019516,-11284.247410425607,84.0999984741211,90.80000305175781,90.80000305175781,90.80000305175781,90.80000305175781,90.80000305175781,125.30000305175781,125.30000305175781,125.30000305175781,125.30000305175781
10983013265,694894.461758152,-11218.349142054185,129.10000610351562,129.10000610351562,147.8000030517578,150.60000610351562,150.60000610351562,150.60000610351562,150.60000610351562,150.60000610351562,153.0,156.0
1814608930,694841.7372505404,-11218.036658596391,171.0,171.0,188.10000610351562,190.89999389648438,190.89999389648438,190.89999389648438,190.89999389648438,190.89999389648438,194.89999389648438,197.60000610351562
6345483220,694927.1248696153,-11223.382394220456,113.5,113.5,122.4000015258789,122.4000015258789,122.4000015258789,122.4000015258789,122.4000015258789,124.5,130.8000030517578,130.8000030517578
10926385406,694920.801698865,-11219.478505040888,118.9000015258789,118.9000015258789,127.5,130.3000030517578,130.3000030517578,130.3000030517578,130.3000030517578,130.3000030517578,138.6999969482422,138.6999969482422
10926385427,694962.034176584,-11276.618499036016,64.69999694824219,71.4000015258789,71.4000015258789,71.4000015258789,71.4000015258789,71.4000015258789,105.9000015258789,105.9000015258789,105.9000015258789,105.9000015258789
9436547705,694944.4879099716,-11296.909354073763,75.0999984741211,82.5,82.5,82.5,82.5,82.5,136.39999389648438,136.39999389648438,136.39999389648438,136.39999389648438
408799963,694859.3600069189,-11016.546102924622,22.299999237060547,47.79999923706055,50.79999923706055,76.69999694824219,91.19999694824219,91.19999694824219,121.19999694824219,125.9000015258789,143.60000610351562,163.0
10928804946,694863.0338801504,-11015.075557225864,25.5,51.0,54.0,78.9000015258789,88.0,88.0,118.0,122.69999694824219,145.8000030517578,159.8000030517578
408800044,694856.2756646785,-11027.471442982662,14.300000190734863,39.79999923706055,42.79999923706055,79.0,85.80000305175781,85.80000305175781,131.60000610351562,136.3000030517578,145.89999389648438,173.39999389648438
408800009,694850.1199970186,-11013.891643320216,13.899999618530273,39.400001525878906,42.400001525878906,68.30000305175781,99.5999984741211,99.5999984741211,117.0,134.3000030517578,135.1999969482422,171.39999389648438
10565870623,694894.9521697208,-11000.004920941601,53.70000076293945,79.19999694824219,82.19999694824219,94.5,106.9000015258789,116.19999694824219,116.19999694824219,131.60000610351562,146.0,173.8000030517578
10939855333,694864.3361806163,-11019.344092736877,29.100000381469727,54.599998474121094,57.599998474121094,82.5,84.4000015258789,84.4000015258789,121.5999984741211,126.30000305175781,149.39999389648438,163.39999389648438
10928804945,694860.3622818337,-11010.320388110977,29.899999618530273,55.400001525878906,58.400001525878906,74.5,92.4000015258789,92.4000015258789,113.5999984741211,119.5,141.39999389648438,156.60000610351562
408800039,694893.9779134406,-11107.059346360053,15.0,15.0,85.0999984741211,110.5999984741211,113.30000305175781,149.8000030517578,202.39999389648438,207.10000610351562,216.0,216.0
408800037,694846.1785033403,-11023.556302334207,4.699999809265137,30.200000762939453,33.20000076293945,69.4000015258789,95.4000015258789,95.4000015258789,126.19999694824219,136.3000030517578,143.5,180.60000610351562
1172744997,694820.276568514,-10950.283288431849,11.800000190734863,60.5,70.4000015258789,78.69999694824219,95.9000015258789,98.9000015258789,115.0999984741211,141.10000610351562,155.10000610351562,155.10000610351562
408799965,696165.5141327911,-11740.24699651491,456.8999938964844,628.9000244140625,645.4000244140625,666.0,667.2000122070312,745.7999877929688,749.0,813.7000122070312,828.7000122070312,837.2999877929688
7223336879,696105.0586760473,-11818.37022242918,421.0,566.0999755859375,633.5999755859375,708.2000122070312,746.5,784.7000122070312,796.2999877929688,828.2999877929688,843.0,849.5
769187962,695943.7717129538,-11539.913967962091,214.89999389648438,386.8999938964844,424.0,425.20001220703125,503.79998779296875,571.7000122070312,586.7000122070312,639.9000244140625,644.4000244140625,661.0
6363813694,696360.145337084,-11797.694822221652,586.7000122070312,619.2000122070312,675.0,683.7000122070312,683.7000122070312,749.0999755859375,749.0999755859375,749.0999755859375,791.2000122070312,807.7000122070312
1849118683,696063.6860924185,-11873.825058037384,365.5,510.6000061035156,578.0999755859375,729.2000122070312,740.7999877929688,760.0999755859375,787.5,794.0,798.4000244140625,798.5
7223336880,696168.668568775,-11867.118739374577,485.20001220703125,630.2999877929688,697.7999877929688,772.4000244140625,810.7000122070312,848.9000244140625,860.5,892.5,900.0,900.0
1849118669,695841.9572645731,-11634.257302489965,103.5999984741211,316.20001220703125,467.29998779296875,478.8999938964844,498.20001220703125,525.5999755859375,532.0999755859375,536.5,536.5999755859375,718.7000122070312
1814628909,695863.8434279775,-11450.558782775768,290.70001220703125,311.1000061035156,327.79998779296875,329.0,407.6000061035156,475.5,490.5,543.7000122070312,548.2000122070312,564.7999877929688
1849118684,696601.466668079,-11872.5954528714,384.70001220703125,473.0,481.70001220703125,481.70001220703125,547.0999755859375,547.0999755859375,547.0999755859375,810.7999877929688,821.2000122070312,900.0
6363813684,696355.269654443,-11981.991883032366,747.5,780.0,835.7999877929688,844.5,844.5,900.0,900.0,900.0,900.0,900.0
408799967,694901.8597149106,-11110.045484121465,7.5,7.5,92.5999984741211,118.0999984741211,120.80000305175781,157.3000030517578,204.5,208.60000610351562,208.60000610351562,208.60000610351562
10928804950,694905.3109375655,-11108.530695064628,4.5,4.5,95.5999984741211,121.0999984741211,123.80000305175781,160.3000030517578,201.5,206.1999969482422,211.60000610351562,211.60000610351562
408800097,694899.0538807155,-11117.321632390527,14.399999618530273,14.399999618530273,94.4000015258789,115.80000305175781,118.80000305175781,159.10000610351562,201.6999969482422,201.6999969482422,201.6999969482422,201.6999969482422
408800076,694972.4875194097,-11075.43707841366,64.4000015258789,64.4000015258789,147.0,155.5,161.3000030517578,161.3000030517578,161.3000030517578,161.3000030517578,181.0,183.6999969482422
10939855343,694905.6446165928,-11114.170397533355,0.0,0.0,100.0999984741211,125.5999984741211,128.3000030517578,164.8000030517578,206.0,210.6999969482422,216.10000610351562,216.10000610351562
10939855336,694899.7337410775,-11103.056584742006,10.800000190734863,10.800000190734863,101.9000015258789,127.4000015258789,130.10000610351562,156.10000610351562,195.1999969482422,199.89999389648438,217.89999389648438,217.89999389648438
6345483218,694934.8749091225,-11192.519359332766,81.30000305175781,81.30000305175781,134.8000030517578,134.8000030517578,134.8000030517578,134.8000030517578,137.39999389648438,137.39999389648438,137.39999389648438,137.39999389648438
408800058,694890.860423386,-11113.218599052749,20.899999618530273,20.899999618530273,86.0,107.4000015258789,110.4000015258789,150.6999969482422,208.3000030517578,210.10000610351562,210.10000610351562,210.10000610351562
408799968,694971.5818190475,-11354.037537130425,24.299999237060547,31.700000762939453,31.700000762939453,31.700000762939453,31.700000762939453,31.700000762939453,111.9000015258789,111.9000015258789,111.9000015258789,125.80000305175781
10983013261,694966.8280185312,-11356.414791368534,28.600000381469727,36.0,36.0,36.0,36.0,36.0,116.19999694824219,116.19999694824219,116.19999694824219,130.10000610351562
9436547711,694963.2554903005,-11336.808392469748,39.70000076293945,47.099998474121094,47.099998474121094,47.099998474121094,47.099998474121094,47.099998474121094,127.30000305175781,127.30000305175781,127.30000305175781,141.1999969482422
10926382997,694994.6048121175,-11344.318632673083,4.300000190734863,11.699999809265137,11.699999809265137,11.699999809265137,11.699999809265137,11.699999809265137,91.9000015258789,91.9000015258789,91.9000015258789,105.80000305175781
10983013241,694910.795620091,-11382.686015990206,78.0999984741211,85.5,85.5,85.5,85.5,85.5,89.5999984741211,163.0,163.0,163.0
1180562579,695001.3847637497,-11342.01889629973,6.0,6.0,6.0,6.0,6.0,10.0,97.5999984741211,97.5999984741211,97.5999984741211,100.30000305175781
10983013252,694996.4971010516,-11349.305988991038,0.0,16.0,16.0,16.0,16.0,16.0,87.5999984741211,87.5999984741211,87.5999984741211,101.5
6362704333,695492.3686654295,-10113.022365781335,105.0999984741211,413.0,423.70001220703125,520.7999877929688,534.0,634.2999877929688,634.2999877929688,810.0999755859375,870.5,876.9000244140625
10926242444,695483.01623879,-10131.754559532626,121.9000015258789,429.79998779296875,440.5,537.5999755859375,550.7999877929688,617.5,617.5,793.2999877929688,853.7000122070312,861.7000122070312
10928973093,695499.9163243844,-10120.066832063503,96.80000305175781,404.70001220703125,415.3999938964844,512.5,525.7000122070312,628.2000122070312,628.2000122070312,804.0,866.2999877929688,868.5999755859375
9928100421,695605.7589797322,-9815.28474070625,174.0,377.0,585.7999877929688,589.5,695.5999755859375,878.2000122070312,878.2000122070312,900.0,900.0,900.0
408799983,695217.6025380623,-10966.21707784604,10.5,10.5,10.5,11.199999809265137,67.5999984741211,67.5999984741211,67.5999984741211,83.9000015258789,144.10000610351562,183.8000030517578
10951095088,695211.0791458994,-10958.885131314084,18.399999618530273,18.399999618530273,18.399999618530273,18.700000762939453,75.5,75.5,75.5,76.0,136.1999969482422,191.6999969482422
10931626885,695223.2242205027,-10972.763843260514,4.199999809265137,4.199999809265137,4.199999809265137,4.300000190734863,60.70000076293945,60.70000076293945,60.70000076293945,90.80000305175781,151.0,176.89999389648438
10945852705,695220.8757229442,-10963.16518210236,6.900000095367432,6.900000095367432,6.900000095367432,14.800000190734863,71.19999694824219,71.19999694824219,71.19999694824219,87.19999694824219,141.10000610351562,187.39999389648438
10939884425,695213.4498457173,-10969.678081060723,7.0,14.800000190734863,14.800000190734863,14.800000190734863,71.9000015258789,71.9000015258789,71.9000015258789,80.0999984741211,147.89999389648438,183.0
10939884420,695207.316087089,-10962.578377862614,14.5,22.299999237060547,22.299999237060547,22.299999237060547,72.5999984741211,79.4000015258789,79.4000015258789,79.4000015258789,140.39999389648438,190.5
10951095089,695213.6955368891,-10955.125474588896,15.5,15.5,15.5,22.399999618530273,78.5999984741211,79.19999694824219,79.19999694824219,79.19999694824219,132.5,195.39999389648438
10943873311,695160.3057842028,-10901.711451890182,14.699999809265137,75.4000015258789,79.4000015258789,79.4000015258789,79.4000015258789,80.0,136.8000030517578,136.8000030517578,136.8000030517578,189.60000610351562
408800012,695272.5614426925,-11030.136529855128,0.0,0.0,0.0,64.9000015258789,64.9000015258789,64.9000015258789,65.0,116.19999694824219,132.39999389648438,151.5
10939884426,695219.1717172425,-10976.324375743234,0.0,8.5,8.5,8.5,65.0,65.0,65.0,87.0999984741211,154.89999389648438,176.0
10945847904,695227.0763340241,-10969.214358239942,0.0,0.0,0.0,8.5,64.9000015258789,64.9000015258789,64.9000015258789,94.0999984741211,148.0,181.10000610351562
10811441345,695271.4208231688,-10916.059824156915,62.29999923706055,62.29999923706055,62.29999923706055,70.19999694824219,126.5999984741211,126.5999984741211,126.5999984741211,142.3000030517578,196.1999969482422,242.8000030517578
6347093225,695115.7110492224,-11055.584182378087,91.80000305175781,93.0,111.30000305175781,119.0999984741211,119.0999984741211,119.0999984741211,158.3000030517578,176.1999969482422,176.1999969482422,176.1999969482422
408799987,695155.7193253979,-10897.431679766532,9.699999809265137,70.69999694824219,84.4000015258789,84.4000015258789,84.4000015258789,84.9000015258789,141.8000030517578,141.8000030517578,141.8000030517578,184.60000610351562
10941849324,695150.5874182028,-10892.101348407172,3.799999952316284,64.9000015258789,90.30000305175781,90.30000305175781,90.30000305175781,90.80000305175781,147.6999969482422,147.6999969482422,147.6999969482422,178.6999969482422
10941849325,695152.1344057338,-10900.870596863826,6.199999809265137,74.69999694824219,80.9000015258789,88.4000015258789,88.4000015258789,88.4000015258789,145.8000030517578,145.8000030517578,145.8000030517578,181.10000610351562
10945852717,695159.1706342836,-10894.335560296453,13.399999618530273,67.0,81.0,81.0,81.0,87.9000015258789,144.6999969482422,144.6999969482422,144.6999969482422,188.3000030517578
10943847591,695107.094256146,-10846.34016267922,14.600000381469727,54.20000076293945,128.39999389648438,140.89999389648438,140.89999389648438,140.89999389648438,141.3000030517578,181.89999389648438,190.39999389648438,190.39999389648438
10941849326,695146.9023257026,-10895.13110617942,0.0,68.69999694824219,87.0999984741211,94.0999984741211,94.0999984741211,94.0999984741211,151.5,151.5,151.5,174.89999389648438
10945852707,695154.1277887509,-10889.005233606269,7.599999904632568,61.099998474121094,86.9000015258789,86.9000015258789,86.9000015258789,93.80000305175781,150.60000610351562,150.60000610351562,150.60000610351562,182.5
10945852706,695163.4787604458,-10898.89177323937,18.100000381469727,72.0,76.0,76.0,76.0,82.9000015258789,139.6999969482422,139.6999969482422,139.6999969482422,193.0
10939884421,695156.60951729,-10905.52634254519,11.399999618530273,75.69999694824219,79.69999694824219,83.5,83.5,83.5,140.60000610351562,140.60000610351562,140.60000610351562,186.3000030517578
10945826753,695046.8916953683,-10996.49647753521,69.19999694824219,119.19999694824219,122.69999694824219,151.3000030517578,151.3000030517578,162.5,163.6999969482422,187.89999389648438,189.8000030517578,197.60000610351562
10928973060,695264.5914200036,-10799.937051217088,125.69999694824219,131.1999969482422,131.1999969482422,179.1999969482422,188.60000610351562,188.60000610351562,188.60000610351562,196.5,252.89999389648438,252.89999389648438
408799992,695462.4966570742,-10170.988170269473,135.89999389648438,443.79998779296875,476.1000061035156,551.5999755859375,564.7999877929688,581.9000244140625,581.9000244140625,757.7000122070312,818.0999755859375,826.0999755859375
10928973091,695471.0684292539,-10179.989995677408,125.9000015258789,433.79998779296875,468.8999938964844,541.5999755859375,554.7999877929688,574.7000122070312,574.7000122070312,750.5,812.7999877929688,818.9000244140625
1814608950,695322.5510980504,-10311.807808584026,286.20001220703125,422.6000061035156,422.6000061035156,594.0999755859375,598.4000244140625,635.4000244140625,658.7999877929688,666.7999877929688,667.0999755859375,697.2000122070312
10926242437,695479.1726504817,-10188.494178189647,116.5,424.3999938964844,478.29998779296875,532.2000122070312,545.4000244140625,572.5,572.5,748.2999877929688,816.7000122070312,817.0
10928973092,695490.8420368913,-10142.437199547909,116.19999694824219,424.1000061035156,434.79998779296875,531.9000244140625,545.0999755859375,608.7999877929688,608.7999877929688,784.5999755859375,846.9000244140625,853.0
10928973088,695328.673751083,-10318.896437817233,278.70001220703125,415.1000061035156,415.1000061035156,586.5999755859375,590.9000244140625,628.5,653.2000122070312,659.2999877929688,659.5999755859375,689.7000122070312
1814608990,695153.492877636,-10464.104221457403,240.8000030517578,240.8000030517578,416.6000061035156,466.79998779296875,476.3999938964844,485.0,485.29998779296875,535.0999755859375,538.5,560.2000122070312
408800007,694937.2668387246,-11222.177599063794,105.30000305175781,105.30000305175781,117.0999984741211,117.0999984741211,117.0999984741211,117.0999984741211,117.0999984741211,119.19999694824219,125.5,125.5
1180562610,694937.7902302819,-11219.335668269694,103.0,103.0,119.4000015258789,119.4000015258789,119.4000015258789,119.4000015258789,119.4000015258789,121.5,127.80000305175781,127.80000305175781
1180562616,694938.2017154611,-11227.187017384127,109.4000015258789,109.4000015258789,113.0,113.0,113.0,113.0,113.0,115.0999984741211,121.4000015258789,121.4000015258789
6345483219,694948.8566654819,-11209.815150995875,99.0999984741211,99.0999984741211,117.0,117.0,117.0,117.0,119.5999984741211,119.5999984741211,119.5999984741211,119.5999984741211
1180562613,694950.5919135363,-11236.686689032273,100.0,100.0,100.0,100.0,100.0,102.0999984741211,108.4000015258789,108.4000015258789,108.4000015258789,108.4000015258789
2012067277,694817.6941160748,-10943.91362862,6.300000190734863,63.900001525878906,71.0,73.19999694824219,101.4000015258789,104.4000015258789,120.5999984741211,135.60000610351562,160.60000610351562,160.60000610351562
10928804943,694825.8430364731,-10948.149349706722,16.600000381469727,55.70000076293945,75.19999694824219,83.5,100.69999694824219,103.69999694824219,110.30000305175781,145.89999389648438,150.3000030517578,150.3000030517578
10926385417,694844.4751473236,-11024.518275304254,3.0999999046325684,28.600000381469727,31.600000381469727,67.80000305175781,97.0,97.0,127.80000305175781,134.6999969482422,145.10000610351562,182.1999969482422
408800077,695328.8117662487,-11093.525291041731,68.0,68.0,68.0,132.89999389648438,132.89999389648438,132.89999389648438,133.0,183.1999969482422,195.10000610351562,219.5
10928973053,695387.4563065463,-10935.793833749607,119.0999984741211,119.0999984741211,119.0999984741211,178.39999389648438,178.39999389648438,178.39999389648438,184.10000610351562,235.3000030517578,251.5,270.6000061035156
10931626887,695165.9046216364,-11128.25042029616,0.0,16.200000762939453,116.19999694824219,116.19999694824219,116.19999694824219,176.0,181.10000610351562,181.10000610351562,181.10000610351562,224.5
408800080,695359.5618526086,-11066.213114550039,101.0,101.0,101.0,165.89999389648438,165.89999389648438,165.89999389648438,166.0,216.1999969482422,228.10000610351562,252.5
10931626888,695223.0678093064,-11190.920438818579,68.0,79.9000015258789,183.1999969482422,183.1999969482422,183.1999969482422,223.5,223.5,223.5,223.5,244.0
408800063,695392.098860759,-10931.990047884408,123.9000015258789,123.9000015258789,123.9000015258789,183.1999969482422,183.1999969482422,183.1999969482422,188.89999389648438,240.10000610351562,256.29998779296875,275.3999938964844
10928973052,695442.1484263268,-10993.155785904602,182.6999969482422,182.6999969482422,182.6999969482422,242.0,242.0,242.0,247.6999969482422,298.8999938964844,315.1000061035156,334.20001220703125
10931626884,695324.8042498553,-10878.929114232302,106.5999984741211,106.5999984741211,106.5999984741211,115.0999984741211,171.5,171.5,171.5,200.60000610351562,213.8000030517578,213.8000030517578
408800100,695159.8146392276,-11135.316294525339,7.5,8.699999809265137,123.69999694824219,123.69999694824219,123.69999694824219,183.5,188.60000610351562,188.60000610351562,188.60000610351562,217.0
408800060,694967.0328929487,-11274.296547387565,67.0,67.0,67.0,67.0,67.0,69.0999984741211,101.5,101.5,101.5,101.5
408800015,695051.5053728082,-11116.400924417378,89.4000015258789,105.0999984741211,129.3000030517578,129.3000030517578,129.3000030517578,129.3000030517578,173.60000610351562,173.60000610351562,185.39999389648438,193.1999969482422
408800075,695081.1867429442,-11087.8612665455,93.30000305175781,94.5,152.39999389648438,160.1999969482422,160.1999969482422,160.1999969482422,162.0,162.3000030517578,162.3000030517578,162.3000030517578
10940446639,695015.1442420856,-11147.339846655697,91.0,91.0,91.0,91.0,127.69999694824219,135.3000030517578,135.3000030517578,143.39999389648438,181.6999969482422,181.6999969482422
10931662414,695056.9935311954,-11121.49905531373,83.4000015258789,99.0999984741211,125.4000015258789,125.4000015258789,125.4000015258789,125.4000015258789,179.60000610351562,179.60000610351562,191.39999389648438,199.1999969482422
6347093223,695096.1495815002,-11079.325125764137,79.5,80.69999694824219,139.1999969482422,147.0,147.0,147.0,155.1999969482422,176.10000610351562,176.10000610351562,176.10000610351562
6347093224,695090.3497703986,-11072.999516436661,86.69999694824219,87.9000015258789,138.39999389648438,146.1999969482422,146.1999969482422,146.1999969482422,148.0,176.3000030517578,176.3000030517578,176.3000030517578
6345483226,695012.2718383801,-11150.347525375651,87.69999694824219,87.69999694824219,87.69999694824219,87.69999694824219,131.0,132.0,132.0,146.6999969482422,178.39999389648438,178.39999389648438
10940446638,695011.849268142,-11141.556225092912,96.30000305175781,96.30000305175781,96.30000305175781,96.30000305175781,133.0,133.1999969482422,133.1999969482422,148.6999969482422,187.0,187.0
10940446632,695019.0291714745,-11154.583184044335,85.0,85.0,85.0,85.0,123.80000305175781,139.5,141.10000610351562,141.10000610351562,187.5,187.5
10931662413,695058.9975269744,-11119.530800993782,81.0999984741211,97.30000305175781,127.69999694824219,127.69999694824219,127.69999694824219,127.69999694824219,181.89999389648438,181.89999389648438,193.6999969482422,201.5
10931626890,695054.7000680037,-11123.776924010917,86.0,101.69999694824219,122.80000305175781,122.80000305175781,122.80000305175781,122.80000305175781,178.89999389648438,178.89999389648438,194.0,201.8000030517578
11034143943,695154.5708470726,-11140.469142131891,2.799999952316284,13.399999618530273,129.60000610351562,129.60000610351562,129.60000610351562,189.39999389648438,194.5,194.5,194.5,211.10000610351562
408800016,695508.2718527208,-11293.74430955403,17.799999237060547,56.099998474121094,109.0,161.1999969482422,232.5,261.79998779296875,278.70001220703125,290.20001220703125,327.3999938964844,333.3999938964844
10943767784,695492.4301076874,-11290.956767947238,30.700000762939453,69.0,121.9000015258789,174.10000610351562,245.39999389648438,274.70001220703125,291.6000061035156,303.1000061035156,314.5,320.5
1180562339,695510.4866371586,-11305.300288719367,8.199999809265137,46.5,99.4000015258789,151.60000610351562,222.89999389648438,252.1999969482422,269.1000061035156,280.6000061035156,332.5,332.5
1180562592,695535.6925458391,-11280.254757461693,29.799999237060547,38.29999923706055,125.9000015258789,188.10000610351562,249.39999389648438,278.70001220703125,305.6000061035156,307.1000061035156,354.29998779296875,360.29998779296875
10943767783,695493.7442791018,-11281.66792110622,38.20000076293945,76.5,129.39999389648438,181.60000610351562,252.89999389648438,282.20001220703125,299.1000061035156,307.70001220703125,310.6000061035156,314.1000061035156
10923814575,695491.4166403477,-11298.045042078911,36.5,74.80000305175781,127.69999694824219,179.89999389648438,251.1999969482422,280.5,297.3999938964844,308.8999938964844,320.29998779296875,326.29998779296875
6347420715,695426.3579075215,-11279.3530712969,84.30000305175781,122.5999984741211,175.5,227.6999969482422,260.8999938964844,266.8999938964844,299.0,302.0,302.0,302.0
1180562345,695519.1031045684,-11310.387549691894,0.0,38.29999923706055,93.5999984741211,153.3000030517578,217.10000610351562,246.39999389648438,270.79998779296875,274.79998779296875,335.20001220703125,335.20001220703125
6345173370,695435.2031952728,-11374.996214500796,17.100000381469727,69.30000305175781,90.5,128.8000030517578,140.60000610351562,169.89999389648438,186.8000030517578,198.3000030517578,250.1999969482422,250.1999969482422
